#0
#1278
-1902293.403225 6652666.533665 -153456.182354
#1279
-2271237.993315 6502467.159200 -677967.419017
#1280
-2619613.900428 6293380.435209 -1196338.877747
#1281
-2944266.178401 6027299.883443 -1703876.106343
#1282
-3242254.725932 5706635.170583 -2195982.769068
#1283
-3510880.912589 5334290.285923 -2668202.271780
#1284
-3747712.018028 4913637.242398 -3116258.121537
#1285
-3950603.263085 4448485.539111 -3536092.655181
#1286
-4117717.233225 3943047.661916 -3923903.786162
#1287
-4247540.518456 3401900.934500 -4276179.436825
#1288
-4338897.419005 2829946.065423 -4589729.344324
#1289
-4390960.592632 2232362.766549 -4861713.952145
#1290
-4403258.547175 1614562.844772 -5089670.125559
#1291
-4375679.910453 982141.191851 -5271533.458162
#1292
-4308474.438872 340825.116209 -5405656.967451
#1293
-4202250.755588 -303577.524464 -5490826.010155
#1294
-4057970.838728 -945230.920066 -5526269.282236
#1295
-3876941.309559 -1578324.158082 -5511665.803933
#1296
-3660801.599532 -2197123.848114 -5447147.826608
#1297
-3411509.103330 -2796026.044343 -5333299.635052
#1298
-3131321.452403 -3369606.995740 -5171152.256120
#1299
-2822776.069506 -3912672.264387 -4962174.121584
#1300
-2488667.189406 -4420303.767116 -4708257.769791
#1301
-2132020.553859 -4887904.314428 -4411702.706543
#1302
-1756066.010025 -5311239.243358 -4075194.580415
#1303
-1364208.260471 -5686474.767235 -3701780.861108
#1304
-959996.029657 -6010212.695047 -3294843.241087
#1305
-547089.926139 -6279521.205988 -2858067.010457
#1306
-129229.291531 -6491961.400480 -2395407.682397
#1307
289801.663553 -6645609.387224 -1911055.171427
#1308
706208.129895 -6739073.706260 -1409395.848890
#1309
1116219.066053 -6771507.930240 -894972.819295
#1586
1303984.844718 -6232801.735544 -203585.486075


#1000000000000
#1278
-1906640.847222 6651279.558206 -159505.229663
#1279
-2275367.554830 6500394.196642 -683972.790904
#1280
-2623488.181511 6290640.258621 -1202246.188635
#1281
-2947850.092964 6023917.308289 -1709631.858709
#1282
-3245515.817489 5702640.829986 -2201534.837928
#1283
-3513789.648190 5329720.353251 -2673500.376738
#1284
-3750242.055713 4908533.103669 -3121254.282135
#1285
-3952731.690441 4442893.418195 -3540741.625414
#1286
-4119424.774884 3937018.201928 -3928163.464237
#1287
-4248811.710657 3395488.739161 -4280011.246436
#1288
-4339720.749634 2823209.204567 -4593098.584011
#1289
-4391328.605479 2225362.250233 -4864590.109551
#1290
-4403167.909460 1607362.070754 -5092027.153758
#1291
-4375131.443004 974805.371457 -5273350.011540
#1292
-4307473.108695 333420.683763 -5406916.595020
#1293
-4200805.630885 -310983.513274 -5491517.304534
#1294
-4056095.006771 -952571.395458 -5526385.982955
#1295
-3874651.758174 -1585532.643575 -5511206.854132
#1296
-3658119.063250 -2204135.062547 -5446117.382607
#1297
-3408457.875616 -2802776.493073 -5331707.028713
#1298
-3127929.165647 -3376035.545658 -5169011.910332
#1299
-2819073.444782 -3918720.697548 -4959505.419649
#1300
-2484687.758257 -4425917.307973 -4705084.879888
#1301
-2127800.354630 -4893032.125887 -4408054.362854
#1302
-1751643.261493 -5315834.887164 -4071103.822906
#1303
-1359623.015731 -5690496.624525 -3697284.736311
#1304
-955289.813396 -6013624.343260 -3289982.466606
#1305
-542305.358581 -6282291.748709 -2852885.606217
#1306
-124409.702461 -6494065.747245 -2389952.571998
#1307
294612.627191 -6647028.480742 -1905375.757193
#1308
710966.899268 -6739794.695001 -1403543.564477
#1309
1120882.545010 -6771524.284818 -889000.663896
#1586
1304438.103402 -6232706.890610 -203585.486075


#2000000000000
#1278
-1910986.005851 6649884.610286 -165554.085783
#1279
-2279494.389007 6498313.442478 -689977.342957
#1280
-2627359.317988 6287892.541846 -1208152.058467
#1281
-2951430.474128 6020527.512651 -1715385.561849
#1282
-3248773.018854 5698639.654000 -2207084.267949
#1283
-3516694.172037 5325144.032185 -2678795.277143
#1284
-3752767.598224 4903423.081397 -3126246.701485
#1285
-3954855.379911 4437295.971869 -3545386.351588
#1286
-4121127.378853 3930984.022888 -3932418.433873
#1287
-4250077.810080 3389072.473867 -4283837.925872
#1288
-4340538.878518 2816468.959713 -4596462.318245
#1289
-4391691.354723 2218359.066518 -4867460.436085
#1290
-4403071.993949 1600159.370095 -5094378.078470
#1291
-4374577.731366 967468.382627 -5275160.244093
#1292
-4306466.615427 326015.851668 -5408169.741666
#1293
-4199355.470946 -318389.129327 -5492202.016583
#1294
-4054214.313034 -959910.729064 -5526496.059549
#1295
-3872357.562493 -1592739.228593 -5510741.298401
#1296
-3655432.142216 -2211143.635025 -5445080.410696
#1297
-3405402.562401 -2809523.582295 -5330108.031599
#1298
-3124533.129642 -3382460.048938 -5166865.368781
#1299
-2815367.441015 -3924764.433591 -4956830.773074
#1300
-2480705.348872 -4431525.543768 -4701906.350302
#1301
-2123577.604942 -4898154.072383 -4404400.735513
#1302
-1747218.413378 -5320424.159220 -4067008.185626
#1303
-1355036.141299 -5694511.660983 -3692784.179817
#1304
-950582.452092 -6017028.783327 -3285117.748634
#1305
-537520.140997 -6285054.761249 -2847700.782407
#1306
-119589.964269 -6496162.309989 -2384494.596916
#1307
299423.237695 -6648439.606894 -1899694.059108
#1308
715724.816452 -6740507.605183 -1397689.597726
#1309
1125544.680438 -6771532.522805 -883027.442909
#1586
1304891.355188 -6232612.012713 -203585.486075


#3000000000000
#1278
-1915328.873904 6648481.691576 -171602.743464
#1279
-2283618.490901 6496224.899203 -695981.067978
#1280
-2631227.305217 6285137.288178 -1214056.480165
#1281
-2955007.317602 6017130.500594 -1721137.208867
#1282
-3252026.326124 5694631.647420 -2212631.052480
#1283
-3519594.480648 5320561.328212 -2684086.966648
#1284
-3755288.642533 4898307.181706 -3131235.373605
#1285
-3956974.328950 4431693.206841 -3550026.828134
#1286
-4122825.043092 3924945.132030 -3936668.689973
#1287
-4251338.815208 3382652.146310 -4287659.470547
#1288
-4341351.804677 2809725.338938 -4599820.542995
#1289
-4392048.839928 2211353.223798 -4870324.928306
#1290
-4402970.800760 1592954.751428 -5096722.896878
#1291
-4374018.776202 960130.234154 -5276964.153649
#1292
-4305454.960274 318610.628799 -5409416.405886
#1293
-4197900.277509 -325794.363748 -5492880.145482
#1294
-4052328.759771 -967248.912087 -5526599.511888
#1295
-3870058.725265 -1599943.904495 -5510269.137299
#1296
-3652740.839650 -2218149.557147 -5444036.912116
#1297
-3402343.167350 -2816267.303921 -5328502.645627
#1298
-3121133.348461 -3388880.497880 -5164712.634040
#1299
-2811658.062648 -3930803.465270 -4954150.185064
#1300
-2476719.966024 -4437128.467778 -4698722.184843
#1301
-2119352.309858 -4903270.147775 -4400741.828900
#1302
-1742791.470985 -5325007.054024 -4062907.673484
#1303
-1350447.642672 -5698519.871795 -3688279.197019
#1304
-945873.951385 -6020426.011168 -3280249.093002
#1305
-532734.279122 -6287810.240298 -2842512.545240
#1306
-114770.082732 -6498251.086201 -2379033.763694
#1307
304233.489300 -6649842.763988 -1894010.083982
#1308
720481.875742 -6741212.435951 -1391833.955654
#1309
1130205.466747 -6771532.644191 -877053.163493
#1586
1305344.600073 -6232517.101855 -203585.486075


#4000000000000
#1278
-1919669.446175 6647070.803758 -177651.195455
#1279
-2287739.855568 6494128.569321 -701983.958771
#1280
-2635092.138564 6282374.500920 -1219959.446652
#1281
-2958580.619098 6013726.276188 -1726886.792868
#1282
-3255275.735399 5690616.815051 -2218175.184873
#1283
-3522490.570548 5315972.246822 -2689375.438910
#1284
-3757805.185619 4893185.410728 -3136220.292513
#1285
-3959088.535018 4426085.129826 -3554663.049491
#1286
-4124517.765564 3918901.536592 -3940914.227440
#1287
-4252594.724528 3376227.764186 -4291475.875880
#1288
-4342159.527136 2802978.350325 -4603173.254235
#1289
-4392401.060667 2204344.730472 -4873183.582782
#1290
-4402864.330011 1585748.223388 -5099061.606172
#1291
-4373454.578183 952790.934834 -5278761.738047
#1292
-4304438.144448 311205.024032 -5410656.586186
#1293
-4196440.052319 -333199.207660 -5493551.690419
#1294
-4050438.349241 -974585.935730 -5526696.339847
#1295
-3867755.249246 -1607146.662648 -5509790.371390
#1296
-3650045.158778 -2225152.820516 -5442986.888119
#1297
-3399279.694128 -2823007.649868 -5326890.872721
#1298
-3117729.826177 -3395296.884789 -5162553.708690
#1299
-2807945.314127 -3936837.785347 -4951463.658832
#1300
-2472731.614492 -4442726.073286 -4695532.387327
#1301
-2115124.474443 -4908380.345933 -4397077.647401
#1302
-1738362.439619 -5329583.566085 -4058802.291395
#1303
-1345857.525350 -5702521.252157 -3683769.793318
#1304
-941164.316920 -6023816.022711 -3275376.505547
#1305
-527947.778693 -6290558.182553 -2837320.900936
#1306
-109950.063628 -6500332.073377 -2373570.078877
#1307
309043.376240 -6651237.950342 -1888323.838627
#1308
725238.071436 -6741909.186460 -1385976.645281
#1309
1134864.898352 -6771524.648975 -871077.832810
#1586
1305797.838055 -6232422.158037 -203585.486075


#5000000000000
#1278
-1924007.717461 6645651.948523 -183699.434508
#1279
-2291858.478068 6492024.455344 -707986.008142
#1280
-2638953.813394 6279604.183382 -1225860.950851
#1281
-2962150.374334 6010314.843515 -1732634.306960
#1282
-3258521.242784 5686595.161705 -2223716.658481
#1283
-3525382.438264 5311376.793519 -2694660.687591
#1284
-3760317.224465 4888057.774604 -3141201.452236
#1285
-3961197.995581 4420471.747548 -3559295.010102
#1286
-4126205.544243 3912853.243819 -3945155.041187
#1287
-4253845.536537 3369799.335193 -4295287.137296
#1288
-4342962.044928 2796228.001962 -4606520.447948
#1289
-4392748.016516 2197333.594939 -4876036.396086
#1290
-4402752.581832 1578539.794614 -5101394.203548
#1291
-4372885.137984 945450.493466 -5280552.995132
#1292
-4303416.169169 303799.046243 -5411890.281079
#1293
-4194974.797125 -340603.652188 -5494216.650588
#1294
-4048543.083711 -981921.791200 -5526786.543309
#1295
-3865447.137198 -1614347.494417 -5509305.001250
#1296
-3647345.102831 -2232153.416737 -5441930.339962
#1297
-3396212.146408 -2829744.612057 -5325272.714812
#1298
-3114322.566870 -3401709.201974 -5160388.595318
#1299
-2804229.199902 -3942867.386590 -4948771.197599
#1300
-2468740.299054 -4448318.353585 -4692336.961578
#1301
-2110894.103764 -4913484.660730 -4393408.195406
#1302
-1733931.324590 -5334153.689916 -4054692.044281
#1303
-1341265.794835 -5706515.797272 -3679255.974118
#1304
-936453.554342 -6027198.813893 -3270499.992107
#1305
-523160.645447 -6293298.584719 -2832125.855718
#1306
-105129.912733 -6502405.269021 -2368103.549014
#1307
313852.892750 -6652625.164285 -1882635.329860
#1308
729993.397835 -6742597.855876 -1380117.673626
#1309
1139522.969667 -6771508.537167 -865101.458022
#1586
1306251.069131 -6232327.181258 -203585.486075


#6000000000000
#1278
-1928343.682563 6644225.127572 -189747.453372
#1279
-2295974.353464 6489912.559794 -713987.208894
#1280
-2642812.325080 6276826.338886 -1231760.985690
#1281
-2965716.579030 6006896.206663 -1738379.744256
#1282
-3261762.844388 5682566.692202 -2229255.466663
#1283
-3528270.080331 5306774.973809 -2699942.706355
#1284
-3762824.756060 4882924.279478 -3146178.846802
#1285
-3963302.708110 4414853.066733 -3563922.704415
#1286
-4127888.377103 3906800.260959 -3949391.126129
#1287
-4255091.249734 3363366.867039 -4299093.250227
#1288
-4343759.357090 2789474.301940 -4609862.120119
#1289
-4393089.707060 2190319.825603 -4878883.364797
#1290
-4402635.556356 1571329.473745 -5103720.686210
#1291
-4372310.456289 938108.918847 -5282337.922758
#1292
-4302389.035661 296392.704309 -5413117.489087
#1293
-4193504.513685 -348007.688456 -5494875.025192
#1294
-4046642.965452 -989256.469704 -5526870.122167
#1295
-3863134.391886 -1621546.391172 -5508813.027459
#1296
-3644640.675046 -2239151.337419 -5440867.268913
#1297
-3393140.527866 -2836478.182413 -5323648.173841
#1298
-3110911.574625 -3408117.441748 -5158217.296520
#1299
-2800509.724428 -3948892.261771 -4946072.804591
#1300
-2464746.024496 -4453905.301969 -4689135.911425
#1301
-2106661.202892 -4918583.086049 -4389733.477316
#1302
-1729498.131209 -5338717.420040 -4050576.937068
#1303
-1336672.456631 -5710503.502354 -3674737.744831
#1304
-931741.669297 -6030574.380658 -3265619.558530
#1305
-518372.885121 -6296031.443513 -2826927.415812
#1306
-100309.635826 -6504470.670650 -2362634.180657
#1307
318662.033064 -6654004.404153 -1876944.564499
#1308
734747.849237 -6743278.443373 -1374257.047712
#1309
1144179.675108 -6771484.308787 -859124.046293
#1586
1306704.293299 -6232232.171520 -203585.486075


#7000000000000
#1278
-1932677.336284 6642790.342614 -195795.244798
#1279
-2300087.476824 6487792.885202 -719987.553837
#1280
-2646667.668997 6274040.970762 -1237659.544095
#1281
-2969279.228912 6003470.369731 -1744123.097867
#1282
-3265000.536327 5678531.411372 -2234791.602779
#1283
-3531153.493286 5302166.793208 -2705221.488871
#1284
-3765327.777398 4877784.931505 -3151152.470246
#1285
-3965402.670083 4409229.094118 -3568546.126882
#1286
-4129566.262129 3900742.595269 -3953622.477190
#1287
-4256331.862626 3356930.367433 -4302894.210111
#1288
-4344551.462666 2782717.258355 -4613198.266745
#1289
-4393426.131889 2183303.430871 -4881724.485505
#1290
-4402513.253724 1564117.269424 -5106041.051370
#1291
-4371730.533786 930766.219776 -5284116.518784
#1292
-4301356.745156 288986.007109 -5414338.208738
#1293
-4192029.203759 -355411.307589 -5495526.813443
#1294
-4044737.996742 -996589.962449 -5526947.076321
#1295
-3860817.016083 -1628743.344283 -5508314.450608
#1296
-3641931.878664 -2246146.574174 -5439797.676246
#1297
-3390064.842185 -2843208.352865 -5322017.251755
#1298
-3107496.853530 -3414521.596431 -5156039.814897
#1299
-2796786.892162 -3954912.403668 -4943368.483043
#1300
-2460748.795606 -4459486.911743 -4685929.240707
#1301
-2102425.776900 -4923675.615778 -4386053.497533
#1302
-1725062.864790 -5343274.750986 -4046456.974688
#1303
-1332077.516243 -5714484.362622 -3670215.110871
#1304
-927028.667433 -6033942.718961 -3260735.210663
#1305
-513584.503456 -6298756.755657 -2821725.587450
#1306
-95489.238685 -6506528.275788 -2357161.980362
#1307
323470.791418 -6655375.668292 -1871251.549365
#1308
739501.419944 -6743950.948134 -1368394.774565
#1309
1148835.009096 -6771451.963863 -853145.604787
#1586
1307157.510557 -6232137.128823 -203585.486075


#8000000000000
#1278
-1937008.673428 6641347.595371 -201842.801536
#1279
-2304197.843216 6485665.434110 -725987.035776
#1280
-2650519.840523 6271248.082347 -1243556.618998
#1281
-2972838.319710 6000037.336824 -1749864.360909
#1282
-3268234.314719 5674489.324050 -2240325.060194
#1283
-3534032.673675 5297552.257241 -2710497.028812
#1284
-3767826.285480 4872639.736844 -3156122.316605
#1285
-3967497.878981 4403599.836443 -3573165.271962
#1286
-4131239.197308 3894680.254010 -3957849.089297
#1287
-4257567.373726 3350489.844089 -4306690.012392
#1288
-4345338.360707 2775956.879305 -4616528.883827
#1289
-4393757.290601 2176284.419154 -4884559.754803
#1290
-4402385.674081 1556903.190297 -5108355.296246
#1291
-4371145.371171 923422.405056 -5285888.781079
#1292
-4300319.298890 281578.963520 -5415552.438570
#1293
-4190548.869118 -362814.500714 -5496172.014558
#1294
-4042828.179864 -1003922.260646 -5527017.405679
#1295
-3858495.012567 -1635938.345124 -5507809.271294
#1296
-3639218.716932 -2253139.118617 -5438721.563243
#1297
-3386985.093051 -2849935.115346 -5320379.950509
#1298
-3104078.407678 -3420921.658346 -5153856.153061
#1299
